id,score,binary,question,ground_truth,pred_answer,status
106,0.75,1,¿Qué procedimiento debe realizarse para verificar la función de protección del escáner láser durante el funcionamiento de la instalación?,Intervenir a propósito en el campo de protección seleccionado durante el funcionamiento de la instalación para controlar la función de protección para la instalación completa. Los avisadores luminosos del escáner láser deben cambiar de verde a rojo y el movimiento que genera peligro debe detenerse inmediatamente.,"Para verificar la función de protección del escáner láser durante el funcionamiento de la instalación, se debe intervenir intencionalmente en el campo de protección seleccionado mientras la instalación está en funcionamiento. Durante esta intervención, los avisadores luminosos del escáner láser deben cambiar de verde a rojo y el movimiento peligroso de la máquina o instalación debe detenerse inmediatamente. Si el escáner láser cambia mediante EFI los OSSDs de otro aparato, los avisadores luminosos en ese aparato también deben cambiar de verde a rojo y el movimiento peligroso debe detenerse.",OK
108,1.0,1,¿Qué acción debe realizarse si ocurre un error durante la prueba del escáner láser?,"En caso de suceder algún error durante la prueba, no seguir usando la instalación.","Si ocurre un error durante la prueba del escáner láser, no se debe seguir usando la instalación.",OK
109,1.0,1,¿Cuál es el objetivo del control de medición del nivel de presión sonora en la zona de ingreso?,Determinar el nivel de presión sonora de una máquina durante el funcionamiento.,El objetivo del control de medición del nivel de presión sonora en la zona de ingreso es determinar el nivel de presión sonora de una máquina durante el funcionamiento.,OK
110,0.75,1,¿Qué procedimiento debe seguirse para realizar la medición del nivel de presión sonora?,"Conectar la máquina y activar el ciclo automático (3 ciclos), montar el dispositivo delante del lugar de entrada, conectar el dispositivo, iniciar la medición junto con la máquina, repetir la medición con 2 ciclos adicionales y guardar los resultados.","El procedimiento para realizar la medición del nivel de presión sonora es el siguiente: 1. Conectar la máquina a controlar y activar el ciclo automático (3 ciclos). 2. Montar el dispositivo de medición delante del lugar de entrada de la máquina. 3. Enchufar y conectar el dispositivo de medición. 4. Iniciar simultáneamente la medición junto con la máquina a medir (ciclo automático). 5. Repetir la medición con 2 ciclos automáticos adicionales. 6. Guardar los resultados de la medición y evaluarlos. Además, la medición debe ser realizada por una persona preparada y habilitada, utilizando un dispositivo de medición habilitado, tarado y calibrado, y se deben realizar 3 mediciones.",OK
112,1.0,1,¿Qué límite máximo de nivel de presión sonora no debe superarse tras la evaluación de resultados?,El nivel de presión sonora registrado no debe exceder el valor de 80dB.,"Tras la evaluación correcta de los resultados de prueba, el nivel de presión sonora registrado no debe exceder el valor de 80 dB.",OK
113,0.5,1,¿Cuál es la responsabilidad principal del operario para garantizar la seguridad durante el funcionamiento de la máquina ECOFLEX iSONIC?,"El explotador debe planificar las medidas de seguridad, garantizar el uso conforme, controlar los dispositivos de seguridad, proporcionar EPI, mantener las instrucciones disponibles y permitir solo personal cualificado.","La responsabilidad principal del operario para garantizar la seguridad durante el funcionamiento de la máquina ECOFLEX iSONIC es cumplir con su deber de cuidado, que incluye planificar y controlar la aplicación de todas las medidas de seguridad requeridas. Específicamente, el operario debe garantizar que la máquina se utilice conforme a su uso previsto, que se ponga en servicio en perfecto estado operacional, que se controle regularmente el funcionamiento de los dispositivos de seguridad, que el personal lleve puestos los equipos de protección necesarios, y que solo personal cualificado y autorizado realice los trabajos.",PARTIALLY_SUPPORTED
114,0.0,0,¿Qué procedimiento debe seguirse para liberar la parada de emergencia de la máquina ECOFLEX iSONIC?,"Desbloquear el conmutador de parada de emergencia, accionar la tecla luminosa “acuse de perturbación” y accionar la tecla luminosa “arranque de la posición inicial de la máquina” hasta alcanzar la posición inicial.","Para liberar la parada de emergencia de la máquina ECOFLEX iSONIC, se debe confirmar (acknowledge) la parada de emergencia. Esto se indica en el contexto del temporizador, donde se especifica que el temporizador solo funciona si hay tensión de control, la parada de emergencia está confirmada y la máquina está en modo manual.",OK
116,0.5,1,¿Qué regla debe cumplirse respecto al personal con marcapasos al trabajar con la máquina?,Está prohibido que personas con marcapasos o desfibrilador trabajen o permanezcan en la máquina.,Personas con problemas de corazón no pueden trabajar en la máquina.,OK
119,1.0,1,¿Qué capacidad tiene el depósito de aire comprimido incluido en los recambios del producto Steering Column Upper Cover VAN E.A?,Depósito de aire comprimido de 20 L,El depósito de aire comprimido incluido en los recambios del producto Steering Column Upper Cover VAN E.A tiene una capacidad de 20 L.,OK
121,0.0,0,¿Cuál es el uso destinado de la pistola de soldadura manual DNP-35?,La pistola de soldadura manual de ultrasonidos ha sido desarrollada únicamente para realizar trabajos de soldadura por ultrasonidos de materiales termoplásticos que se fusionan bajo altas temperaturas y presión.,"El uso destinado de la pistola de soldadura manual DNP-35 no se especifica explícitamente en el contenido de las evidencias proporcionadas. La tabla de contenidos del manual indica que existe una sección titulada ""2 Uso destinado"", pero el contenido de esa sección no está incluido en los fragmentos de evidencia suministrados.",OK
122,0.0,0,¿Qué procedimiento describe la secuencia de trabajo al utilizar la pistola de soldadura manual DNP-35?,"Conectar el sonotrodo a la pieza, pulsar el gatillo para iniciar ultrasonidos, mantener presión ligera, soltar gatillo al finalizar, dejar el sonotrodo 2-3 s para enfriamiento y retirarlo.","El manual de la pistola de soldadura manual DNP-35 describe la secuencia de trabajo en la sección 6.3, titulada ""Secuencia de trabajo"".",OK
124,0.5,1,¿Qué regla de seguridad se establece respecto al contacto con el sonotrodo durante el funcionamiento?,No tocar el sonotrodo cuando estén activados los ultrasonidos. ¡Peligro de quemaduras!,"La regla de seguridad establece que no se debe tocar el sonotrodo cuando estén activados los ultrasonidos, debido al peligro de quemaduras. Además, se debe evitar en todo momento que el sonotrodo tenga contacto directo con metal cuando estén activados los ultrasonidos, ya que esto puede destruir el aparato.",OK
125,1.0,1,¿Cuál es la tensión y frecuencia de alimentación eléctrica de la máquina de soldadura por ultrasonidos del proyecto 100_096_01 Cefa_ES?,3x400V / N / PE / 10A / 50Hz,La máquina de soldadura por ultrasonidos del proyecto 100_096_01 Cefa_ES tiene una tensión de alimentación de 3x400V y una frecuencia de 50 Hz.,OK
126,0.5,1,¿Qué tipo de fusible principal se especifica para la protección del sistema en el proyecto 100_096_01 Cefa_ES?,"Fusible principal: sistema de aseguramiento DIAZED, Categoría de uso gG","Para la protección del sistema en el proyecto 100_096_01 Cefa_ES, se especifica un fusible principal del sistema DIAZED, categoría de uso gG, con una corriente nominal de 32 A y una corriente de cortocircuito de 5 kA. El fusible previo es de 3x32A gG.",OK
127,0.0,0,¿Qué advertencia de seguridad se indica al desconectar el interruptor principal en el armario de distribución?,Al desconectar el interruptor principal sigue habiento tensión,No se encontró información específica sobre advertencias de seguridad al desconectar el interruptor principal en el armario de distribución en los contextos proporcionados.,NOT_FOUND_IN_DOCS
130,1.0,1,¿Qué fabricante suministra el cilindro de carrera 300 mm utilizado en la mesa móvil de la EcoFlex iSonic?,Cilindro Ø32; Carrera 300 Festo DNC-32-300-PPV-A,El cilindro de carrera 300 mm utilizado en la mesa móvil de la EcoFlex iSonic es suministrado por Festo.,OK
131,0.25,0,¿Qué procedimiento de advertencia se indica respecto a las líneas neumáticas en la EcoFlex iSonic?,¡ATENCIÓN! Línea está bajo presión,"El procedimiento de advertencia respecto a las líneas neumáticas en la EcoFlex iSonic es: CUIDADO: RIESGO DE APLASTAMIENTO; ¡Al conectar o desconectar los conductos neumáticos, tenga cuidado de que no haya energía residual en dichos conductos!",OK
133,1.0,1,¿Cuál es el tiempo máximo de trabajo configurado en los parámetros de la máquina del proyecto Steering Column Mercedes VAN EA?,"Tiempo máximo de trabajo: 9,90 s","El tiempo máximo de trabajo configurado en los parámetros de la máquina del proyecto Steering Column Mercedes VAN EA es 9,90 segundos.",OK
141,1.0,1,¿Qué instrumento de medición se utilizó para las mediciones eléctricas del sistema BR 449_IP_MTPE_250-32?,Messgerät: Fluke 1654B,Para las mediciones eléctricas del sistema BR 449_IP_MTPE_250-32 se utilizó el instrumento de medición Fluke 1654B.,OK
143,0.5,1,¿Qué procedimiento de medición de aislamiento se aplica y qué tensión de prueba se utiliza en la BR 449_IP_MTPE_250-32?,"Prüfspannung 500V, Schutzklasse I – > 0,3MΩ (mit Heizelementen), Schutzklasse I – > 1MΩ (ohne Heizelementen), > 2MΩ (berührbare, leitfähige Teile ohne SL-Anschluss), Schutzklasse II >2,0MΩ","En la BR 449_IP_MTPE_250-32 se aplica el procedimiento de medición de aislamiento (Isolationsmessung) con una tensión de prueba de 500 V. La evidencia muestra múltiples mediciones realizadas con una tensión de prueba de 520 V (valor medido), según lo registrado en los informes de prueba DGUV.",OK
144,1.0,1,¿Qué condición debe cumplirse para la medición del interruptor diferencial (RCD) en la BR 449_IP_MTPE_250-32?,FI Messung Auslösezeit ~40ms Auslösestrom <30mA,"Para la medición del interruptor diferencial (RCD) en la BR 449_IP_MTPE_250-32, la condición que debe cumplirse es que el interruptor tenga un tiempo de disparo de aproximadamente 40 ms y un corriente de disparo inferior a 30 mA.",OK
145,1.0,1,¿Qué advertencia general debe leerse antes de realizar tareas de mantenimiento en la BR 449_IP_MTPE_250-32?,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!","Antes de llevar a cabo ninguna tarea de mantenimiento, debe leerse atentamente los datos de los puntos de mantenimiento.",OK
146,0.5,1,¿Qué procedimiento debe seguirse para asegurar la instalación frente a la reconexión durante el mantenimiento de la BR 449_IP_MTPE_250-32?,Señalice y cierre la instalación antes de las tareas de reparación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad; cierre y despresurice la conexión de aire comprimido.,"Para asegurar la instalación frente a la reconexión durante el mantenimiento, se deben seguir estos pasos: 1) Señalizar y cerrar la instalación antes de las tareas de reparación con carteles que indiquen '¡La instalación se encuentra en mantenimiento!' y '¡Entrada prohibida a personal no autorizado!'. 2) Colocar una advertencia en el interruptor principal. 3) Interrumpir y asegurar el circuito de seguridad frente a un cierre.",OK
148,0.5,1,¿Qué acción debe realizarse si falla la protección contra caídas durante las comprobaciones?,"¡Si en las comprobaciones falla la protección contra caídas, debe detenerse de inmediato la instalación!","Si en las comprobaciones falla la protección contra caídas, debe detenerse de inmediato la instalación y contactar de inmediato con la empresa 3Con o con el fabricante.",OK
149,1.0,1,¿Cuál es el valor total del equipo indicado en la lista de repuestos de la BR 449_IP_MTPE_250-32?,"Total Equipment value = 2.730.000,00 €","El valor total del equipo indicado en la lista de repuestos de la BR 449_IP_MTPE_250-32 es 2.730.000,00 €.",OK
152,1.0,1,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos de la BR 449_IP_MTPE_250-32?,Price validity: up to 3 months after issue,La regla establecida sobre la validez de los precios en la lista de repuestos de la BR 449_IP_MTPE_250-32 es que la validez de los precios es de hasta 3 meses después de la emisión.,OK
153,0.0,0,¿Qué norma eléctrica principal se menciona para el cuadro eléctrico de la BR 449_IP_MTPE_250-32?,Standard IEC 61439-2,La norma eléctrica principal mencionada para el cuadro eléctrico es EN60439-1.,OK
156,1.0,1,¿Qué regla se establece sobre el dimensionado del cable de conexión del sistema?,Cable dimensioning of the connecting cable must be carried out by the operator of the system.,La regla establecida sobre el dimensionado del cable de conexión del sistema es que debe ser realizado por el operador del sistema.,OK
157,1.0,1,¿Cuál es el propósito del documento de capacitación relacionado con las instalaciones de 3CON?,Diploma de capacitación para el uso de instalaciones + herramientas de 3CON,El propósito del documento de capacitación relacionado con las instalaciones de 3CON es certificar la formación para el uso de instalaciones y herramientas de 3CON.,OK
158,0.0,0,¿Qué procedimiento administrativo se indica para documentar la formación recibida en el diploma?,(Lugar/fecha) Nombre Firma Instructor Participante 1 Participante 2 Participante 3 Participante 4 Participante 5 Participante 6 Participante 7 Participante 8 Participante 9 Participante 10,"El procedimiento administrativo indicado para documentar la formación recibida en el diploma consiste en completar el formulario 'Diploma de capacitación para el uso de instalaciones + herramientas de 3CON'. Este formulario requiere especificar la denominación de la instalación y el número de proyecto de 3CON, marcar los temas tratados en la formación, y finalmente, en la sección inferior, indicar el lugar y fecha, y recoger las firmas del instructor y de los participantes (hasta 10).",OK
160,0.25,0,¿Qué requisito de documentación se establece tras completar la formación?,"Deben registrarse lugar/fecha, nombre y firma del instructor y de los participantes.","Tras completar la formación, se establece el requisito de documentar la formación en el registro de formación.",OK
161,1.0,1,¿Qué instrumento de medición se utilizó para las mediciones eléctricas del sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,Messgerät: FLUKE 1654B,Para las mediciones eléctricas del sistema BR 449_IP lower center cover+Glove box_LHD_VAC_TOOL_1+0_1+0 se utilizó el instrumento de medición Fluke 1654B.,OK
162,1.0,1,¿Qué valor máximo permitido se establece para la medición de baja resistencia del conductor de protección?,"Messwerte in OHM < 0,10","El valor máximo permitido para la medición de baja resistencia del conductor de protección es < 0,10 ohmios.",OK
163,1.0,1,¿Qué tensión de prueba se utiliza en la medición de aislamiento del sistema?,Prüfspannung 500V,La tensión de prueba utilizada en la medición de aislamiento del sistema es 500 V.,OK
165,1.0,1,¿Qué tipo de cable y fabricante del conector se utilizan en la red Profinet del sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,Kabelbezeichnung: lapp etherline ; Steckername: siemens,En la red Profinet del sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0 se utiliza cable lapp etherline y conectores del fabricante siemens.,OK
167,1.0,1,¿Qué estándar de cableado se utilizó en la red Profinet del sistema?,Verdrahtung: T568B,En la red Profinet del sistema se utilizó el estándar de cableado T568B.,OK
169,1.0,1,¿Qué advertencia general debe cumplirse antes de realizar tareas de mantenimiento en la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!","Antes de realizar tareas de mantenimiento en cualquier componente, incluida la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0, se debe cumplir la advertencia general de leer atentamente los datos de los puntos de mantenimiento.",OK
170,0.5,1,¿Qué procedimiento debe seguirse para asegurar la instalación frente a la reconexión durante el mantenimiento?,Señalice y cierre la instalación antes de las tareas de reparación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad; cierre y despresurice la conexión de aire comprimido.,"Para asegurar la instalación frente a la reconexión durante el mantenimiento, se deben seguir estos pasos: 1) Señalizar y cerrar la instalación antes de las tareas de reparación con carteles que indiquen '¡La instalación se encuentra en mantenimiento!' y '¡Entrada prohibida a personal no autorizado!'. 2) Colocar también una advertencia en el interruptor principal. 3) Interrumpir y asegurar el circuito de seguridad frente a un cierre.",OK
172,0.5,1,¿Qué acción debe realizarse si falla la protección contra caídas durante las comprobaciones?,"¡Si en las comprobaciones falla la protección contra caídas, debe detenerse de inmediato la instalación!","Si en las comprobaciones falla la protección contra caídas, debe detenerse de inmediato la instalación y contactar de inmediato con la empresa 3Con o con el fabricante.",OK
173,1.0,1,¿Cuál es el valor total del equipo indicado en la lista de repuestos de la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,"Total Equipment value = 2.730.000,00 €","El valor total del equipo indicado en la lista de repuestos para la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0 es 2.730.000,00 €.",OK
176,1.0,1,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos?,Price validity: up to 3 months after issue,La regla establecida sobre la validez de los precios en la lista de repuestos es que la validez de los precios es de hasta 3 meses después de la emisión del documento.,OK
177,0.0,0,¿Qué estándar eléctrico principal se menciona para el sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,Standard IEC 61439-2,No se menciona un estándar eléctrico principal específico para el sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0 en los documentos proporcionados.,NOT_FOUND_IN_DOCS
180,1.0,1,¿Qué regla se establece sobre el dimensionado del cable de conexión del sistema?,Cable dimensioning of the connecting cable must be carried out by the operator of the system.,La regla establecida sobre el dimensionado del cable de conexión del sistema es que debe ser realizado por el operador del sistema.,OK
181,1.0,1,¿Cuál es el propósito del diploma de capacitación relacionado con las instalaciones de 3CON?,Diploma de capacitación para el uso de instalaciones + herramientas de 3CON,El propósito del diploma de capacitación relacionado con las instalaciones de 3CON es certificar la formación para el uso de instalaciones y herramientas de 3CON.,OK
182,0.0,0,¿Qué procedimiento administrativo debe completarse tras la formación según el diploma?,(Lugar/fecha) Nombre Firma Instructor Participante 1 Participante 2 Participante 3 Participante 4 Participante 5 Participante 6 Participante 7 Participante 8 Participante 9 Participante 10,"Tras la formación, se debe completar el diploma de capacitación, que incluye la firma del instructor y de los participantes en las secciones correspondientes.",OK
184,0.25,0,¿Qué requisito de documentación se establece tras completar la formación?,"Deben registrarse lugar/fecha, nombre y firma del instructor y de los participantes.","Tras completar la formación, se establece el requisito de documentar la formación en el registro de formación.",OK
185,1.0,1,¿Qué advertencia general debe leerse antes de realizar cualquier tarea de mantenimiento en la instalación del proyecto 1005811?,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!","Antes de llevar a cabo ninguna tarea de mantenimiento, debe leerse atentamente los datos de los puntos de mantenimiento.",OK
186,0.5,1,¿Qué procedimiento debe seguirse para asegurar la instalación frente a la reconexión durante el mantenimiento del proyecto 1005811?,Señalice y cierre la instalación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad; cierre y despresurice la conexión de aire comprimido.,"Para asegurar la instalación frente a la reconexión durante el mantenimiento del proyecto 1005811, se debe seguir el siguiente procedimiento: Señalizar y cerrar la instalación antes de las tareas de reparación con un cartel que indique ""¡La instalación se encuentra en mantenimiento!"" / ""¡Entrada prohibida a personal no autorizado!"". Colocar también una advertencia en el interruptor principal. Interrumpir y asegurar el circuito de seguridad frente a un cierre.",OK
189,1.0,1,¿Cuál es el valor total del equipo indicado en la lista de repuestos del proyecto 1005811?,"Total Equipment value = 2.730.000,00 €","El valor total del equipo indicado en la lista de repuestos del proyecto 1005811 es 2.730.000,00 €.",OK
192,1.0,1,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos?,Price validity: up to 3 months after issue,La regla establecida sobre la validez de los precios en la lista de repuestos es que la validez de los precios es de hasta 3 meses después de la emisión del documento.,OK
193,0.5,1,¿Qué estándar eléctrico principal se aplica al sistema del proyecto BR 449_glove box_LHD/RHD_WELD_TOOL_1+1?,Standard IEC 61439-2,El estándar eléctrico principal aplicado al sistema del proyecto BR 449_glove box_LHD/RHD_WELD_TOOL_1+1 es IEC.,OK
196,0.0,0,¿Qué regla se establece sobre el dimensionado del cable de conexión del sistema?,Cable dimensioning of the connecting cable must be carried out by the operator of the system.,No se encontró ninguna regla específica sobre el dimensionado del cable de conexión del sistema en los documentos proporcionados.,NOT_FOUND_IN_DOCS
197,1.0,1,¿Cuál es el propósito del diploma de capacitación relacionado con las instalaciones de 3CON del proyecto 1005811?,Diploma de capacitación para el uso de instalaciones + herramientas de 3CON,El propósito del diploma de capacitación relacionado con las instalaciones de 3CON del proyecto 1005811 es certificar la formación para el uso de instalaciones y herramientas de 3CON.,OK
198,0.0,0,¿Qué procedimiento administrativo debe completarse tras la formación según el diploma?,(Lugar/fecha) Nombre Firma Instructor Participante 1 Participante 2 Participante 3 Participante 4 Participante 5 Participante 6 Participante 7 Participante 8 Participante 9 Participante 10,"Tras la formación, se debe completar el diploma de capacitación, que incluye la firma del instructor y de los participantes en los campos correspondientes.",OK
200,0.5,1,¿Qué requisito de documentación se establece tras completar la formación?,"Deben registrarse lugar/fecha, nombre y firma del instructor y de los participantes.","Tras completar la formación, se debe documentar la formación en la lista de formación.",OK
201,1.0,1,¿Qué funciones muestra el resumen del control general del panel táctil de la instalación?,Muestra los botones para el control de la instalación; muestra el menú de navegación; muestra los submenús del menú de navegación; muestra el estado del proceso de la instalación.,El resumen del control general del panel táctil de la instalación muestra las siguientes funciones: 1) Muestra los botones para el control de la instalación. 2) Muestra el menú de navegación relacionado con la máquina. 3) Muestra los submenús del menú de navegación relacionado con la máquina. 4) Muestra el estado del proceso de la instalación.,OK
202,0.5,1,¿Qué procedimiento debe seguirse para iniciar sesión de usuario y modificar parámetros en el panel táctil?,"Para ejecutar funciones manuales o modificar parámetros debe iniciarse sesión; para ello, su cuenta de usuario debe disponer de las habilitaciones necesarias.","Para iniciar sesión de usuario y modificar parámetros en el panel táctil, debe: 1) Cambiar a la pantalla del sistema 'Iniciar sesión de usuario' (Log in). 2) Tener una cuenta de usuario con las habilitaciones necesarias para modificar parámetros. 3) Según la gestión de usuarios, el grupo 'Ingeniero' (Engineering) es el que puede modificar parámetros y ejecutar movimientos manuales. 4) Para modificar propiedades de un usuario, se debe pulsar en el campo deseado.",OK
204,0.75,1,¿Qué advertencia se indica respecto a la desactivación de las unidades de vigilancia del sistema?,Las funciones del sistema y los dispositivos de vigilancia deben desactivarse únicamente en casos absolutamente excepcionales.,"La advertencia indica que las funciones del sistema y los dispositivos de vigilancia deben desactivarse únicamente en casos absolutamente excepcionales, ya que cada dispositivo de vigilancia contribuye al funcionamiento fiable del equipo.",OK
205,1.0,1,¿Cuál es el valor total del equipo indicado en la lista de repuestos del producto BR 449_IP_VAC+ESL_MTP_250-50_with vacuum kit?,"Total Equipment value = 2.730.000,00 €","El valor total del equipo indicado en la lista de repuestos del producto BR 449_IP_VAC+ESL_MTP_250-50_with vacuum kit es 2.730.000,00 €.",OK
208,1.0,1,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos?,Price validity: up to 3 months after issue,La regla establecida sobre la validez de los precios en la lista de repuestos es que la validez de los precios es de hasta 3 meses después de la emisión.,OK
