id,query,tipo,groundtruth,documento,ruta,pagina,chunks
98,¿Qué procedimiento debe seguirse para comprobar la barrera fotoeléctrica del portal corredero?,procedimiento,Controlar el funcionamiento de la barrera fotoeléctrica. (en caso de existir),PA Control portal corredero.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control portal corredero.pdf,1,
99,¿Qué norma establece la periodicidad del control del sistema del portal corredero en Alemania?,regla,Según la norma ASR A1.7 se requiere en Alemania un control anual.,PA Control portal corredero.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control portal corredero.pdf,1,
100,¿Qué acción debe realizarse si se detecta un funcionamiento inseguro del sistema?,regla,Con un funcionamiento inseguro del sistema de seguridad es necesario detener la instalación inmediatamente y realizar un control de seguridad completo según el manual de instrucciones y de conexiones.,PA Control portal corredero.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control portal corredero.pdf,2,
101,¿Cuál es el objetivo del control diario de la cortina fotoeléctrica?,factual,Determinación de la función correcta de la barrera fotoeléctrica. Control del campo de protección.,PA Instrucciones de control-Control cortina fotoelectrica.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Instrucciones de control-Control cortina fotoelectrica.pdf,1,
102,¿Qué procedimiento debe seguirse para comprobar los haces de luz durante la prueba de la cortina fotoeléctrica?,procedimiento,"Cubrir cuidadosamente cada haz de luz con un cuerpo de prueba que no permita pasar la luz (mín 30mm de diámetro) delante del emisor, entre emisor y receptor, delante del receptor y antes/después de los espejos de refracción.",PA Instrucciones de control-Control cortina fotoelectrica.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Instrucciones de control-Control cortina fotoelectrica.pdf,2,
104,¿Qué acción debe realizarse si ocurre un error durante la prueba del sistema?,regla,"En caso de suceder algún error durante la prueba, no seguir usando la instalación.",PA Instrucciones de control-Control cortina fotoelectrica.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Instrucciones de control-Control cortina fotoelectrica.pdf,2,
105,¿Cuál es el objetivo del control diario del escáner láser?,factual,Determinación de la función correcta de la escáner láser. Control de los campos de protección.,PA Laserscanner.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Laserscanner.pdf,1,
106,¿Qué procedimiento debe realizarse para verificar la función de protección del escáner láser durante el funcionamiento de la instalación?,procedimiento,Intervenir a propósito en el campo de protección seleccionado durante el funcionamiento de la instalación para controlar la función de protección para la instalación completa. Los avisadores luminosos del escáner láser deben cambiar de verde a rojo y el movimiento que genera peligro debe detenerse inmediatamente.,PA Laserscanner.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Laserscanner.pdf,1,
108,¿Qué acción debe realizarse si ocurre un error durante la prueba del escáner láser?,regla,"En caso de suceder algún error durante la prueba, no seguir usando la instalación.",PA Laserscanner.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Laserscanner.pdf,2,
109,¿Cuál es el objetivo del control de medición del nivel de presión sonora en la zona de ingreso?,factual,Determinar el nivel de presión sonora de una máquina durante el funcionamiento.,PA Medición del nivel de presión sonora en la zona de ingreso.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Medición del nivel de presión sonora en la zona de ingreso.pdf,1,
110,¿Qué procedimiento debe seguirse para realizar la medición del nivel de presión sonora?,procedimiento,"Conectar la máquina y activar el ciclo automático (3 ciclos), montar el dispositivo delante del lugar de entrada, conectar el dispositivo, iniciar la medición junto con la máquina, repetir la medición con 2 ciclos adicionales y guardar los resultados.",PA Medición del nivel de presión sonora en la zona de ingreso.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Medición del nivel de presión sonora en la zona de ingreso.pdf,2,
112,¿Qué límite máximo de nivel de presión sonora no debe superarse tras la evaluación de resultados?,regla,El nivel de presión sonora registrado no debe exceder el valor de 80dB.,PA Medición del nivel de presión sonora en la zona de ingreso.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Medición del nivel de presión sonora en la zona de ingreso.pdf,2,
113,¿Cuál es la responsabilidad principal del operario para garantizar la seguridad durante el funcionamiento de la máquina ECOFLEX iSONIC?,factual,"El explotador debe planificar las medidas de seguridad, garantizar el uso conforme, controlar los dispositivos de seguridad, proporcionar EPI, mantener las instrucciones disponibles y permitir solo personal cualificado.",100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\2. Instrucciones de operacion\100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,7,
114,¿Qué procedimiento debe seguirse para liberar la parada de emergencia de la máquina ECOFLEX iSONIC?,procedimiento,"Desbloquear el conmutador de parada de emergencia, accionar la tecla luminosa “acuse de perturbación” y accionar la tecla luminosa “arranque de la posición inicial de la máquina” hasta alcanzar la posición inicial.",100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\2. Instrucciones de operacion\100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,33,
116,¿Qué regla debe cumplirse respecto al personal con marcapasos al trabajar con la máquina?,regla,Está prohibido que personas con marcapasos o desfibrilador trabajen o permanezcan en la máquina.,100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\2. Instrucciones de operacion\100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,14,
119,¿Qué capacidad tiene el depósito de aire comprimido incluido en los recambios del producto Steering Column Upper Cover VAN E.A?,factual,Depósito de aire comprimido de 20 L,100.096.01 - Recambios.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\3. Lista de piezas de recambio\100.096.01 - Recambios.pdf,1,
121,¿Cuál es el uso destinado de la pistola de soldadura manual DNP-35?,regla,La pistola de soldadura manual de ultrasonidos ha sido desarrollada únicamente para realizar trabajos de soldadura por ultrasonidos de materiales termoplásticos que se fusionan bajo altas temperaturas y presión.,27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\5. Opcion Instrucciones de operacion Pistola de soldadura\27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,6,
122,¿Qué procedimiento describe la secuencia de trabajo al utilizar la pistola de soldadura manual DNP-35?,procedimiento,"Conectar el sonotrodo a la pieza, pulsar el gatillo para iniciar ultrasonidos, mantener presión ligera, soltar gatillo al finalizar, dejar el sonotrodo 2-3 s para enfriamiento y retirarlo.",27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\5. Opcion Instrucciones de operacion Pistola de soldadura\27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,12,
124,¿Qué regla de seguridad se establece respecto al contacto con el sonotrodo durante el funcionamiento?,regla,No tocar el sonotrodo cuando estén activados los ultrasonidos. ¡Peligro de quemaduras!,27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\5. Opcion Instrucciones de operacion Pistola de soldadura\27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,6,
125,¿Cuál es la tensión y frecuencia de alimentación eléctrica de la máquina de soldadura por ultrasonidos del proyecto 100_096_01 Cefa_ES?,factual,3x400V / N / PE / 10A / 50Hz,100_096_01 Cefa_ES.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\6. Esquema de conexiones electricas\100_096_01 Cefa_ES.pdf,2,
126,¿Qué tipo de fusible principal se especifica para la protección del sistema en el proyecto 100_096_01 Cefa_ES?,factual,"Fusible principal: sistema de aseguramiento DIAZED, Categoría de uso gG",100_096_01 Cefa_ES.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\6. Esquema de conexiones electricas\100_096_01 Cefa_ES.pdf,2,
127,¿Qué advertencia de seguridad se indica al desconectar el interruptor principal en el armario de distribución?,regla,Al desconectar el interruptor principal sigue habiento tensión,100_096_01 Cefa_ES.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\6. Esquema de conexiones electricas\100_096_01 Cefa_ES.pdf,10,
130,¿Qué fabricante suministra el cilindro de carrera 300 mm utilizado en la mesa móvil de la EcoFlex iSonic?,factual,Cilindro Ø32; Carrera 300 Festo DNC-32-300-PPV-A,900_165_31_es.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\7. Esquema neumatico\900_165_31_es.pdf,3,
131,¿Qué procedimiento de advertencia se indica respecto a las líneas neumáticas en la EcoFlex iSonic?,regla,¡ATENCIÓN! Línea está bajo presión,900_165_31_es.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\7. Esquema neumatico\900_165_31_es.pdf,3,
133,¿Cuál es el tiempo máximo de trabajo configurado en los parámetros de la máquina del proyecto Steering Column Mercedes VAN EA?,factual,"Tiempo máximo de trabajo: 9,90 s",FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\8. Parametros\FB0010.01 Parámetros de máquina_Parámetros adicionales.pdf,1,
141,¿Qué instrumento de medición se utilizó para las mediciones eléctricas del sistema BR 449_IP_MTPE_250-32?,factual,Messgerät: Fluke 1654B,1005328 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\01 Seguridad\1005328 07 DGUV.pdf,3,
143,¿Qué procedimiento de medición de aislamiento se aplica y qué tensión de prueba se utiliza en la BR 449_IP_MTPE_250-32?,procedimiento,"Prüfspannung 500V, Schutzklasse I – > 0,3MΩ (mit Heizelementen), Schutzklasse I – > 1MΩ (ohne Heizelementen), > 2MΩ (berührbare, leitfähige Teile ohne SL-Anschluss), Schutzklasse II >2,0MΩ",1005328 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\01 Seguridad\1005328 07 DGUV.pdf,8,
144,¿Qué condición debe cumplirse para la medición del interruptor diferencial (RCD) en la BR 449_IP_MTPE_250-32?,regla,FI Messung Auslösezeit ~40ms Auslösestrom <30mA,1005328 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\01 Seguridad\1005328 07 DGUV.pdf,12,
145,¿Qué advertencia general debe leerse antes de realizar tareas de mantenimiento en la BR 449_IP_MTPE_250-32?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!",1005328 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\03 Mantenimiento\1005328 01 Plan de mantenimiento.pdf,3,
146,¿Qué procedimiento debe seguirse para asegurar la instalación frente a la reconexión durante el mantenimiento de la BR 449_IP_MTPE_250-32?,procedimiento,Señalice y cierre la instalación antes de las tareas de reparación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad; cierre y despresurice la conexión de aire comprimido.,1005328 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\03 Mantenimiento\1005328 01 Plan de mantenimiento.pdf,5,
148,¿Qué acción debe realizarse si falla la protección contra caídas durante las comprobaciones?,regla,"¡Si en las comprobaciones falla la protección contra caídas, debe detenerse de inmediato la instalación!",1005328 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\03 Mantenimiento\1005328 01 Plan de mantenimiento.pdf,14,
149,¿Cuál es el valor total del equipo indicado en la lista de repuestos de la BR 449_IP_MTPE_250-32?,factual,"Total Equipment value = 2.730.000,00 €",1005328 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\04 Piezas de recambio\1005328 01 Lista de piezas de recambio.pdf,1,
152,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos de la BR 449_IP_MTPE_250-32?,regla,Price validity: up to 3 months after issue,1005328 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\04 Piezas de recambio\1005328 01 Lista de piezas de recambio.pdf,2,
153,¿Qué norma eléctrica principal se menciona para el cuadro eléctrico de la BR 449_IP_MTPE_250-32?,factual,Standard IEC 61439-2,1005328 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\05 Eléctrico\1005328 01 Plano eléctrico.pdf,17,
156,¿Qué regla se establece sobre el dimensionado del cable de conexión del sistema?,regla,Cable dimensioning of the connecting cable must be carried out by the operator of the system.,1005328 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\05 Eléctrico\1005328 01 Plano eléctrico.pdf,17,
157,¿Cuál es el propósito del documento de capacitación relacionado con las instalaciones de 3CON?,factual,Diploma de capacitación para el uso de instalaciones + herramientas de 3CON,1005328 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\06 Formación\1005328 01 Diploma de capacitación.pdf,1,
158,¿Qué procedimiento administrativo se indica para documentar la formación recibida en el diploma?,procedimiento,(Lugar/fecha) Nombre Firma Instructor Participante 1 Participante 2 Participante 3 Participante 4 Participante 5 Participante 6 Participante 7 Participante 8 Participante 9 Participante 10,1005328 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\06 Formación\1005328 01 Diploma de capacitación.pdf,1,
160,¿Qué requisito de documentación se establece tras completar la formación?,regla,"Deben registrarse lugar/fecha, nombre y firma del instructor y de los participantes.",1005328 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005328 MTPE Machine DAG BR 449\Español\06 Formación\1005328 01 Diploma de capacitación.pdf,1,
161,¿Qué instrumento de medición se utilizó para las mediciones eléctricas del sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual,Messgerät: FLUKE 1654B,1005803 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 04 DGUV.pdf,3,
162,¿Qué valor máximo permitido se establece para la medición de baja resistencia del conductor de protección?,regla,"Messwerte in OHM < 0,10",1005803 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 04 DGUV.pdf,3,
163,¿Qué tensión de prueba se utiliza en la medición de aislamiento del sistema?,factual,Prüfspannung 500V,1005803 04 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 04 DGUV.pdf,5,
165,¿Qué tipo de cable y fabricante del conector se utilizan en la red Profinet del sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual,Kabelbezeichnung: lapp etherline ; Steckername: siemens,1005803 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 05 Profinet.pdf,1,
167,¿Qué estándar de cableado se utilizó en la red Profinet del sistema?,regla,Verdrahtung: T568B,1005803 05 Profinet.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\01 Seguridad\1005803 05 Profinet.pdf,1,
169,¿Qué advertencia general debe cumplirse antes de realizar tareas de mantenimiento en la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!",1005803 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\03 Mantenimiento\1005803 01 Plan de mantenimiento.pdf,3,
170,¿Qué procedimiento debe seguirse para asegurar la instalación frente a la reconexión durante el mantenimiento?,procedimiento,Señalice y cierre la instalación antes de las tareas de reparación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad; cierre y despresurice la conexión de aire comprimido.,1005803 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\03 Mantenimiento\1005803 01 Plan de mantenimiento.pdf,5,
172,¿Qué acción debe realizarse si falla la protección contra caídas durante las comprobaciones?,regla,"¡Si en las comprobaciones falla la protección contra caídas, debe detenerse de inmediato la instalación!",1005803 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\03 Mantenimiento\1005803 01 Plan de mantenimiento.pdf,14,
173,¿Cuál es el valor total del equipo indicado en la lista de repuestos de la BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual,"Total Equipment value = 2.730.000,00 €",1005803 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\04 Piezas de recambio\1005803 01 Lista de piezas de recambio.pdf,1,
176,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos?,regla,Price validity: up to 3 months after issue,1005803 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\04 Piezas de recambio\1005803 01 Lista de piezas de recambio.pdf,2,
177,¿Qué estándar eléctrico principal se menciona para el sistema BR 449_IP lower center cover+glove box_LHD_EDGE_TOOL_1+0_1+0?,factual,Standard IEC 61439-2,1005803 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\05 Eléctrico\1005803 01 Plano eléctrico.pdf,9,
180,¿Qué regla se establece sobre el dimensionado del cable de conexión del sistema?,regla,Cable dimensioning of the connecting cable must be carried out by the operator of the system.,1005803 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\05 Eléctrico\1005803 01 Plano eléctrico.pdf,9,
181,¿Cuál es el propósito del diploma de capacitación relacionado con las instalaciones de 3CON?,factual,Diploma de capacitación para el uso de instalaciones + herramientas de 3CON,1005803 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\06 Formación\1005803 01 Diploma de capacitación.pdf,1,
182,¿Qué procedimiento administrativo debe completarse tras la formación según el diploma?,procedimiento,(Lugar/fecha) Nombre Firma Instructor Participante 1 Participante 2 Participante 3 Participante 4 Participante 5 Participante 6 Participante 7 Participante 8 Participante 9 Participante 10,1005803 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\06 Formación\1005803 01 Diploma de capacitación.pdf,1,
184,¿Qué requisito de documentación se establece tras completar la formación?,regla,"Deben registrarse lugar/fecha, nombre y firma del instructor y de los participantes.",1005803 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Edge Folding Machine\1005803 Edge-folding tool DAG BR 449\Español\06 Formación\1005803 01 Diploma de capacitación.pdf,1,
185,¿Qué advertencia general debe leerse antes de realizar cualquier tarea de mantenimiento en la instalación del proyecto 1005811?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento!",1005811 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\03 Mantenimiento\1005811 01 Plan de mantenimiento.pdf,3,
186,¿Qué procedimiento debe seguirse para asegurar la instalación frente a la reconexión durante el mantenimiento del proyecto 1005811?,procedimiento,Señalice y cierre la instalación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad; cierre y despresurice la conexión de aire comprimido.,1005811 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\03 Mantenimiento\1005811 01 Plan de mantenimiento.pdf,5,
189,¿Cuál es el valor total del equipo indicado en la lista de repuestos del proyecto 1005811?,factual,"Total Equipment value = 2.730.000,00 €",1005811 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\04 Piezas de recambio\1005811 01 Lista de piezas de recambio.pdf,1,
192,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos?,regla,Price validity: up to 3 months after issue,1005811 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\04 Piezas de recambio\1005811 01 Lista de piezas de recambio.pdf,2,
193,¿Qué estándar eléctrico principal se aplica al sistema del proyecto BR 449_glove box_LHD/RHD_WELD_TOOL_1+1?,factual,Standard IEC 61439-2,1005811 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\05 Eléctrico\1005811 01 Plano eléctrico.pdf,10,
196,¿Qué regla se establece sobre el dimensionado del cable de conexión del sistema?,regla,Cable dimensioning of the connecting cable must be carried out by the operator of the system.,1005811 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\05 Eléctrico\1005811 01 Plano eléctrico.pdf,10,
197,¿Cuál es el propósito del diploma de capacitación relacionado con las instalaciones de 3CON del proyecto 1005811?,factual,Diploma de capacitación para el uso de instalaciones + herramientas de 3CON,1005811 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\06 Formación\1005811 01 Diploma de capacitación.pdf,1,
198,¿Qué procedimiento administrativo debe completarse tras la formación según el diploma?,procedimiento,(Lugar/fecha) Nombre Firma Instructor Participante 1 Participante 2 Participante 3 Participante 4 Participante 5 Participante 6 Participante 7 Participante 8 Participante 9 Participante 10,1005811 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\06 Formación\1005811 01 Diploma de capacitación.pdf,1,
200,¿Qué requisito de documentación se establece tras completar la formación?,regla,"Deben registrarse lugar/fecha, nombre y firma del instructor y de los participantes.",1005811 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\06 Formación\1005811 01 Diploma de capacitación.pdf,1,
201,¿Qué funciones muestra el resumen del control general del panel táctil de la instalación?,factual,Muestra los botones para el control de la instalación; muestra el menú de navegación; muestra los submenús del menú de navegación; muestra el estado del proceso de la instalación.,1005796 02 Panel táctil.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\02 Manejo\1005796 02 Panel táctil.pdf,3,
202,¿Qué procedimiento debe seguirse para iniciar sesión de usuario y modificar parámetros en el panel táctil?,procedimiento,"Para ejecutar funciones manuales o modificar parámetros debe iniciarse sesión; para ello, su cuenta de usuario debe disponer de las habilitaciones necesarias.",1005796 02 Panel táctil.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\02 Manejo\1005796 02 Panel táctil.pdf,5,
204,¿Qué advertencia se indica respecto a la desactivación de las unidades de vigilancia del sistema?,regla,Las funciones del sistema y los dispositivos de vigilancia deben desactivarse únicamente en casos absolutamente excepcionales.,1005796 02 Panel táctil.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\02 Manejo\1005796 02 Panel táctil.pdf,16,
